命令执行结果
==================================================
命令: ps -ef
执行时间: 2026-07-29 04:04:50
--------------------------------------------------
📤 STDOUT:
UID          PID    PPID  C STIME TTY          TIME CMD
pig         3781    3738  0 02:29 ?        00:00:00 /usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=3759 --enable-crash-reporter=2085995f-4d23-41b3-9603-225e42ec43e2,no_channel --user-data-dir=/home/pig/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4245400934194648349,3671075727722949084,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,1133380333105332412,11089583997452575810,4 --trace-process-track-uuid=3190708989122997041
pig         3803    3775  0 02:29 ?        00:00:00 /usr/share/code/code --type=broker
pig         3812    3744  0 02:29 ?        00:00:19 /usr/share/code/code --type=renderer --crashpad-handler-pid=3759 --enable-crash-reporter=2085995f-4d23-41b3-9603-225e42ec43e2,no_channel --user-data-dir=/home/pig/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --max-active-webgl-contexts=32 --ozone-platform=wayland --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1785349556324026 --launch-time-ticks=20064912 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4245400934194648349,3671075727722949084,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,1133380333105332412,11089583997452575810,4 --trace-process-track-uuid=3190708990060038890 --vscode-window-config=vscode:9142ef5e-9914-4430-a33b-f7d5fffd70b9
pig         3854    3738  0 02:29 ?        00:00:02 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=3759 --enable-crash-reporter=2085995f-4d23-41b3-9603-225e42ec43e2,no_channel --user-data-dir=/home/pig/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4245400934194648349,3671075727722949084,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,1133380333105332412,11089583997452575810,4 --trace-process-track-uuid=3190708991934122588
pig         3897    3738  0 02:29 ?        00:00:09 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=3759 --enable-crash-reporter=2085995f-4d23-41b3-9603-225e42ec43e2,no_channel --user-data-dir=/home/pig/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4245400934194648349,3671075727722949084,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,1133380333105332412,11089583997452575810,4 --trace-process-track-uuid=3190708993808206286
pig         3911    3738  0 02:29 ?        00:00:00 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=3759 --enable-crash-reporter=2085995f-4d23-41b3-9603-225e42ec43e2,no_channel --user-data-dir=/home/pig/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4245400934194648349,3671075727722949084,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,1133380333105332412,11089583997452575810,4 --trace-process-track-uuid=3190708994745248135
pig         4644    3738  0 02:29 ?        00:00:00 dconf watch /system/proxy/
pig         4663    3911  0 02:29 ?        00:00:00 /usr/share/code/code /usr/share/code/resources/app/node_modules.asar.unpacked/@github/copilot-linux-x64/index.js --headless --no-auto-update --log-level info --stdio --no-auto-login
pig         4751    2565  0 02:30 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/1
pig         4758    2565  0 02:30 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
pig         4828    3738  0 02:30 ?        00:00:03 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=3759 --enable-crash-reporter=2085995f-4d23-41b3-9603-225e42ec43e2,no_channel --user-data-dir=/home/pig/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4245400934194648349,3671075727722949084,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,1133380333105332412,11089583997452575810,4 --trace-process-track-uuid=3190708995682289984
pig         4843    3738  0 02:30 ?        00:00:01 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=3759 --enable-crash-reporter=2085995f-4d23-41b3-9603-225e42ec43e2,no_channel --user-data-dir=/home/pig/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4245400934194648349,3671075727722949084,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,1133380333105332412,11089583997452575810,4 --trace-process-track-uuid=3190708996619331833
pig         4870    3897  0 02:30 pts/1    00:00:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
pig         5036    4828  0 02:30 ?        00:00:00 /home/pig/.vscode/extensions/ms-python.vscode-python-envs-1.36.0-linux-x64/python-env-tools/bin/pet server
pig         5148    3897  0 02:30 pts/2    00:00:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
pig         5255    4828  0 02:30 ?        00:00:00 /usr/bin/python3 /home/pig/.vscode/extensions/ms-python.python-2026.4.0-linux-x64/python_files/run-jedi-language-server.py
pig         5546    5255  0 02:30 ?        00:00:00 /usr/bin/python3 /home/pig/.vscode/extensions/ms-python.python-2026.4.0-linux-x64/python_files/lib/jedilsp/jedi/inference/compiled/subprocess/__main__.py /home/pig/.vscode/extensions/ms-python.python-2026.4.0-linux-x64/python_files/lib/jedilsp 3.12.3
pig         5648    2565  0 02:30 ?        00:00:00 /usr/libexec/gvfsd-recent --spawner :1.20 /org/gtk/gvfs/exec_spaw/5
pig         5676    2578  0 02:30 ?        00:00:00 /usr/bin/update-notifier
pig         5752    2384  0 02:38 ?        00:00:00 /usr/bin/nautilus --gapplication-service
root        5839       2  0 02:39 ?        00:00:00 [kworker/1:0-events]
root        5859       2  0 02:39 ?        00:00:00 [kworker/6:0-cgroup_free]
root        5881       1  0 02:39 ?        00:00:00 /usr/libexec/fwupd/fwupd
root        6052       2  0 02:56 ?        00:00:00 [kworker/6:2-events]
root        6054       2  0 02:56 ?        00:00:00 [kworker/0:0-cgroup_release]
root        6130       2  0 02:58 ?        00:00:00 [kworker/1:1-events]
pig         6171    2384  0 02:59 ?        00:00:00 /usr/bin/python3 /usr/bin/gnome-terminal --wait
pig         6174    6171  0 02:59 ?        00:00:00 /usr/bin/gnome-terminal.real --wait
pig         6181    3509  0 02:59 pts/3    00:00:00 bash
pig         6400    6181  0 03:00 pts/3    00:00:00 tail -f poll_agent.log
pig         6401    3509  0 03:00 pts/4    00:00:00 bash
root        6606       2  0 03:00 ?        00:00:00 [kworker/u514:1-flush-8:0]
root        6651       2  0 03:01 ?        00:00:00 [kworker/u517:6-ttm]
pig         6659    3509  0 03:01 pts/5    00:00:00 bash
pig         6868    6659  0 03:01 pts/5    00:00:00 python3 poll_complex.py
root        6885       2  0 03:10 ?        00:00:00 [kworker/5:0-events]
pig         6889    6401  0 03:12 pts/4    00:00:00 python3 poll_complex.py
root        6903       2  0 03:12 ?        00:00:00 [kworker/u517:4-ttm]
root        6938       2  0 03:20 ?        00:00:00 [kworker/7:2-mm_percpu_wq]
root        6948       2  0 03:27 ?        00:00:00 [kworker/u516:3-ttm]
root        6968       2  0 03:28 ?        00:00:00 [kworker/u513:2-flush-8:0]
root        6987       2  0 03:29 ?        00:00:00 [kworker/4:1-cgroup_free]
pig         7020    2609  0 03:38 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
root        7046       2  0 03:38 ?        00:00:00 [kworker/u516:4-ttm]
pig         7077    3516  0 03:38 pts/0    00:00:00 python3 poll.py
root        7082       2  0 03:39 ?        00:00:00 [kworker/7:0-events]
root        7092       2  0 03:40 ?        00:00:00 [kworker/2:1-events]
pig         7100    7077  0 03:42 pts/0    00:00:00 [sh] <defunct>
root        7109       2  0 03:44 ?        00:00:00 [kworker/5:2-cgroup_free]
root        7114       2  0 03:45 ?        00:00:00 [kworker/u513:1-events_unbound]
root        7118       2  0 03:50 ?        00:00:00 [kworker/0:2-cgroup_free]
root        7119       2  0 03:50 ?        00:00:00 [kworker/4:0-mm_percpu_wq]
root        7120       2  0 03:50 ?        00:00:00 [kworker/u514:3-flush-8:0]
root        7132       2  0 03:59 ?        00:00:00 [kworker/6:1]
root        7149       2  0 04:00 ?        00:00:00 [kworker/0:1-events]
root        7176       2  0 04:00 ?        00:00:00 [kworker/2:0]
root        7177       2  0 04:00 ?        00:00:00 [kworker/u516:0-ttm]
root        7178       2  0 04:00 ?        00:00:00 [kworker/u516:1-ttm]
root        7179       2  0 04:00 ?        00:00:00 [kworker/u516:2-ttm]
root        7197       2  0 04:00 ?        00:00:00 [kworker/u517:0-ttm]
pig         7255    4870  0 04:00 pts/1    00:00:00 python3 door.py
root        7286       2  0 04:00 ?        00:00:00 [kworker/u513:0]
pig         7411    7255  0 04:04 pts/1    00:00:00 /bin/sh -c ps -ef
pig         7412    7411  0 04:04 pts/1    00:00:00 ps -ef

✅ 执行成功 (返回码: 0)
--------------------------------------------------
完成时间: 2026-07-29 04:04:50
==================================================
